<<<<<<< HEAD
00,367D,C6,13,59,37,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.65882,0139.5443,
00,367D,C6,13,59,37,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6588183333,0139.5443,
00,367D,C6,13,59,37,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6588183333,0139.5443,
00,367D,C6,13,59,38,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6588183333,0139.5443,
00,367D,C6,13,59,38,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6588183333,0139.5443,
00,367D,C6,13,59,39,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6587833333,0139.54419,
00,367D,C6,13,59,39,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6587833333,0139.54419,
00,367D,C6,13,59,40,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6587833333,0139.54419,
00,367D,C6,13,59,40,35,65,88,18,33,33,33,33,62,01,39,54,43,53,33,33,33,33,35,35.6587716667,0139.544155,
00,367D,C6,13,59,42,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.6587566667,0139.544096667,
00,367D,C6,13,59,43,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.65875,0139.544066667,
00,367D,C6,13,59,43,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.65875,0139.544066667,
00,367D,C6,13,59,44,35,65,88,16,66,66,66,66,66,01,39,54,43,56,66,66,66,65,84,35.6587433333,0139.544041667,
00,367D,C6,13,59,45,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.6587433333,0139.544041667,
00,367D,C6,13,59,45,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.6587366667,0139.54402,
00,367D,C6,13,59,46,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.6587366667,0139.54402,
00,367D,C6,13,59,46,35,65,88,16,66,66,66,66,66,01,39,54,43,54,99,99,99,99,59,35.6587316667,0139.544,
00,367D,C6,13,59,47,35,65,88,16,66,66,66,66,66,01,39,54,43,56,66,66,66,65,84,35.6587116667,0139.543935,
00,367D,C6,13,59,47,35,65,88,16,66,66,66,66,66,01,39,54,43,56,66,66,66,65,84,35.6587,0139.543883333,
00,367D,C6,13,59,47,35,65,88,16,66,66,66,66,66,01,39,54,43,56,66,66,66,65,84,35.6587,0139.543883333,
00,367D,C6,13,59,49,35,65,88,14,99,99,99,99,70,01,39,54,43,56,66,66,66,65,84,35.65869,0139.543848333,
00,367D,C6,13,59,51,35,65,88,13,33,33,33,33,46,01,39,54,43,54,99,99,99,99,59,35.6586533333,0139.543746667,
00,367D,C6,13,59,52,35,65,88,13,33,33,33,33,46,01,39,54,43,54,99,99,99,99,59,35.65864,0139.543711667,
00,367D,C6,13,59,52,35,65,88,13,33,33,33,33,46,01,39,54,43,54,99,99,99,99,59,35.65864,0139.543711667,
00,367D,C6,13,59,53,35,65,88,11,66,66,66,66,50,01,39,54,43,53,33,33,33,33,35,35.65863,0139.543683333,
00,367D,C6,13,59,55,35,65,88,10,00,00,00,00,26,01,39,54,43,51,66,66,66,67,10,35.6586166667,0139.543633333,
00,367D,C6,13,59,56,35,65,88,08,33,33,33,33,30,01,39,54,43,50,00,00,00,00,85,35.6586166667,0139.543633333,
00,367D,C6,13,59,56,35,65,88,08,33,33,33,33,30,01,39,54,43,50,00,00,00,00,85,35.6586116667,0139.543621667,
00,367D,C6,13,59,57,35,65,88,06,66,66,66,66,34,01,39,54,43,48,33,33,33,34,61,35.6586116667,0139.543621667,
00,367D,C6,13,59,57,35,65,88,06,66,66,66,66,34,01,39,54,43,48,33,33,33,34,61,35.6586083333,0139.543611667,
00,367D,C6,13,59,58,35,65,88,05,00,00,00,00,10,01,39,54,43,46,66,66,66,65,52,35.6586083333,0139.543611667,
00,367D,C6,13,59,58,35,65,88,05,00,00,00,00,10,01,39,54,43,46,66,66,66,65,52,35.6586033333,0139.543606667,
00,367D,C6,13,59,58,35,65,88,05,00,00,00,00,10,01,39,54,43,46,66,66,66,65,52,35.6586033333,0139.543606667,
00,367D,C6,13,59,58,35,65,88,05,00,00,00,00,10,01,39,54,43,46,66,66,66,65,52,35.6586,0139.543601667,
00,367D,C6,14,00,00,35,65,88,03,33,33,33,33,14,01,39,54,43,44,99,99,99,99,28,35.6586,0139.543601667,
00,367D,C6,14,00,00,35,65,88,03,33,33,33,33,14,01,39,54,43,44,99,99,99,99,28,35.6585983333,0139.543605,
00,367D,C6,14,00,01,35,65,88,03,33,33,33,33,14,01,39,54,43,44,99,99,99,99,28,35.6585983333,0139.543605,
00,3685,C3,13,58,59,35,65,87,86,66,66,66,66,42,01,39,54,41,44,99,99,99,98,61,35.6585983333,0139.54361,
00,3685,C3,13,58,59,35,65,87,86,66,66,66,66,42,01,39,54,41,44,99,99,99,98,61,35.6585983333,0139.54361,
00,367D,C6,14,00,02,35,65,88,03,33,33,33,33,14,01,39,54,43,44,99,99,99,99,28,35.6586066667,0139.543626667,
00,367D,C8,14,00,02,35,65,88,03,33,33,33,33,14,01,39,54,43,44,99,99,99,99,28,35.6586066667,0139.543626667,
00,367D,C7,14,00,03,35,65,88,01,66,66,66,66,90,01,39,54,43,44,99,99,99,99,28,35.65861,0139.543631667,
00,367D,C6,14,00,03,35,65,88,01,66,66,66,66,90,01,39,54,43,44,99,99,99,99,28,35.65861,0139.543631667,
00,367D,C6,14,00,04,35,65,88,01,66,66,66,66,90,01,39,54,43,44,99,99,99,99,28,35.658615,0139.543638333,
00,3685,C3,14,00,03,35,65,87,31,66,66,66,66,80,01,39,54,41,44,99,99,99,98,61,35.658615,0139.543638333,
00,367D,C3,14,00,05,35,65,87,99,99,99,99,99,94,01,39,54,43,43,33,33,33,33,03,35.658615,0139.543638333,
00,3685,C3,14,00,05,35,65,87,31,66,66,66,66,80,01,39,54,41,48,33,33,33,33,95,35.658615,0139.543638333,
00,367D,C6,14,00,06,35,65,87,99,99,99,99,99,94,01,39,54,43,43,33,33,33,33,03,35.658615,0139.543638333,
00,3685,C3,14,00,05,35,65,87,31,66,66,66,66,80,01,39,54,41,48,33,33,33,33,95,35.65862,0139.543651667,
00,3685,C3,14,00,07,35,65,87,28,33,33,33,33,60,01,39,54,41,53,33,33,33,32,68,35.6586216667,0139.543651667,
00,3685,C3,14,00,07,35,65,87,28,33,33,33,33,60,01,39,54,41,53,33,33,33,32,68,35.6586216667,0139.543651667,
00,367D,C7,14,00,08,35,65,87,98,33,33,33,33,69,01,39,54,43,41,66,66,66,66,78,35.6586233333,0139.54365,
00,367D,C6,14,00,09,35,65,87,98,33,33,33,33,69,01,39,54,43,41,66,66,66,66,78,35.6586233333,0139.54365,
00,3685,C3,14,00,09,35,65,87,09,99,99,99,99,92,01,39,54,41,39,99,99,99,99,87,35.658625,0139.54365,
